idaviso,idpostulante,sepostulo,fechanacimiento,sexo,age,nombre,estado,titulo,nombre_zona,ciudad,tipo_de_trabajo,nivel_laboral,nombre_area,denominacion_empresa
1112351957,BmVDPdw,1,1973-09-26,MASC,44,Secundario,Graduado,Est. de Ing. en Telecomunicaciones o Electronica para Monitoreo de Redes,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Telecomunicaciones,Novacor - Consultora IT
1112339882,pz93D8Z,0,1993-10-15,MASC,24,Universitario,En Curso,Importante Multinacional incorpora un Analista Técnico para el área de Calidad. Zona Sur ,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Ingeniería Oficina Técnica / Proyecto,BAYTON
1112373727,pzdX6Xw,0,1998-07-04,FEM,19,Terciario/Técnico,En Curso,Analista cuentas a pagar y proveedores ,Capital Federal,,Full-time,Junior,Cuentas Corrientes,Excelencia Laboral S.A.
1112373727,X953VqO,1,1996-04-14,MASC,22,Terciario/Técnico,En Curso,Analista cuentas a pagar y proveedores ,Capital Federal,,Full-time,Junior,Cuentas Corrientes,Excelencia Laboral S.A.
1112446728,ZKDPM5,0,1986-10-21,MASC,31,Terciario/Técnico,En Curso,Administrativa de Recursos Humanos. Zona : Capital,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Administración,Suministra
1111954700,W9V1PYe,0,1995-01-12,FEM,23,Universitario,En Curso,Vendedor en Caleta Olivia,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Garbarino
1112382358,akDjdlD,0,1991-03-29,FEM,27,Otro,En Curso,Encuestadores para Censo Z/ CABA,Gran Buenos Aires,,Full-time,Junior,Atención al Cliente,Assistem
1112382358,62Q06M,1,1971-02-09,FEM,47,Terciario/Técnico,En Curso,Encuestadores para Censo Z/ CABA,Gran Buenos Aires,,Full-time,Junior,Atención al Cliente,Assistem
1112402286,Yj56Vw1,0,1993-07-17,MASC,24,Secundario,Graduado, Técnico Mecánico para departamento de IZAJE,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ingeniería Oficina Técnica / Proyecto,Grupo Consultor
1112358579,BmDOLxZ,0,1995-01-30,MASC,23,Secundario,Graduado,Vendedor/ra,Gran Buenos Aires,,Full-time,Otro,Ventas,Ciudadanos Inversores
1112032204,VNr4WJE,0,1991-08-22,FEM,26,Terciario/Técnico,Graduado,Promotor de Ventas Paraná (temporada),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Coca Cola Andina Argentina
1112317693,mz5bBzQ,0,1975-01-15,FEM,43,Secundario,Graduado,Analista Funcional para Empresa de Rastreo Satelital,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Análisis Funcional,MJ Consultores
1112246895,BmVAoo2,0,1995-08-11,MASC,22,Universitario,En Curso,Junior Data Science,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Tecnologia / Sistemas,Aliantec
1112291238,8MPqAVD,0,1994-04-14,FEM,24,Secundario,Graduado,Administrativo Contable junior,Gran Buenos Aires,,Full-time,Junior,Administración,Integra Consultora
1112377276,GNZ0kqN,0,1994-12-20,MASC,23,Secundario,Graduado,Soporte de tecnología y reporting,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Tecnologías de la Información,Consultora: Rosaura Borlandelli
1112271164,533aRX,0,1984-04-03,FEM,34,Secundario,Graduado,Operarios Z/ Parque Ind. Flandria ( Lujan),Gran Buenos Aires,,Full-time,Junior,Producción,Suministra
1112470793,ekv4je2,0,1990-10-07,FEM,27,Universitario,En Curso,Analista Senior MKT Digital,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Marketing,Vinculos Consultores en RRHH
1112104046,JBdRJZe,0,1981-05-21,MASC,37,Universitario,En Curso,Recepcionista Bilingüe  Part -Time,Gran Buenos Aires,,Part-time,Junior,Recepcionista,Entheus Seguridad Privada
1112104046,KBaV4rq,1,1995-07-16,FEM,22,Universitario,En Curso,Recepcionista Bilingüe  Part -Time,Gran Buenos Aires,,Part-time,Junior,Recepcionista,Entheus Seguridad Privada
1112104046,Nzd58jl,1,1995-12-01,FEM,22,Universitario,En Curso,Recepcionista Bilingüe  Part -Time,Gran Buenos Aires,,Part-time,Junior,Recepcionista,Entheus Seguridad Privada
1002552075,96ZBpmv,0,1988-01-29,FEM,30,Secundario,Graduado,Pintor para Distinguido Hotel 5 Estrellas,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Calidad,Adecco -Región Office
1112380252,96MjVv9,0,1985-09-20,MASC,32,Universitario,Graduado,Desarrollador SQL Jr.,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Sistemas,IT Resources
1112447821,3NkwM8P,0,1993-07-24,MASC,24,Secundario,Graduado,Atención al cliente - Zona La Plata,Gran Buenos Aires,,Full-time,Junior,Gastronomia,Assistem
1112228693,xkdwGvz,0,1999-12-25,MASC,18,Secundario,Graduado,Oficial Soldador Responsable,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Mantenimiento y Limpieza,BDK Design S.A
1112339412,qevYDwx,0,1974-02-15,MASC,44,Secundario,Graduado,Tornero mecanico,Capital Federal,,Full-time,Senior / Semi-Senior,Producción,Resortes DAG SA
1111890875,3NP68r6,0,1993-01-11,FEM,25,Terciario/Técnico,Graduado,Gestores de Cobranza - Turno Tarde,Gran Buenos Aires,,Part-time,Otro,Call Center,Pena & Asoc.
1112239632,A3vR506,0,1983-05-23,FEM,35,Universitario,En Curso,Jefe de Producto Heineken,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Producto,Page Personnel
1112239632,6bK4l,1,1973-04-28,FEM,45,Posgrado,En Curso,Jefe de Producto Heineken,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Producto,Page Personnel
1112239632,6ZzpBO,1,1979-08-23,FEM,38,Posgrado,Graduado,Jefe de Producto Heineken,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Producto,Page Personnel
1112239632,5bawvp,1,1983-07-30,MASC,34,Universitario,Graduado,Jefe de Producto Heineken,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Producto,Page Personnel
1112242056,pzd8mxZ,0,1997-09-03,FEM,20,Universitario,En Curso,Coordinador soft de RRHH ,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Recursos Humanos,RANDSTAD
1112468772,3NPv0Pr,0,1985-12-22,FEM,32,Terciario/Técnico,Graduado,Supervisor de Ventas In House - CITRIC ,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Ventas,Nexum
1112257631,MVO8Mar,0,1984-04-10,MASC,34,Posgrado,En Curso,Operadores Telefónicos - Portugués-Español  o  Inglés-Español,Gran Buenos Aires,,Part-time,Otro,Call Center,NovaSearch
1112350867,avlldm,0,1990-03-28,MASC,28,Secundario,Graduado,Project Manager para Empresa de Rastreo Satelital,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Liderazgo de Proyecto,MJ Consultores
1112409915,6rBv6R3,0,1995-09-21,FEM,22,Secundario,Graduado,JEFE DE MANTENIMIENTO DE FLOTA DE COLECTIVOS- LA PLATA,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Transporte,Mook´s Recursos Humanos
1112386729,MVrKErK,0,1999-11-02,FEM,18,Terciario/Técnico,En Curso,Comprador Junior/Analista de producto,Gran Buenos Aires,,Full-time,Junior,Producto,Leader Electronic S.A
1112388970,N9ADR5,0,1968-07-07,MASC,49,Secundario,Graduado,Asesor comercial - MAR DEL PLATA (movilidad propia excluyente),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,LUCACEN SRL
1112399809,vVjExLQ,0,1990-03-04,MASC,28,Secundario,Graduado,SL - ARQUITECTO -La Rioja,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Dirección de Obra,Grupo Gestión
1112228125,xkd1AG0,0,1978-08-30,FEM,39,Secundario,Graduado,Diseñador UX,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Tecnologia / Sistemas,IT Resources
1111825814,LNPpzjq,0,1988-09-23,FEM,29,Terciario/Técnico,Graduado,Asesores Comerciales (Rosario),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,Prosegur S.A.
1112298016,e9pArj,0,1976-07-22,MASC,41,Universitario,En Curso,Operario para Frigorífico - Mataderos,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,Manpower
1111603605,81r8OL,0,1988-11-13,MASC,29,Universitario,Graduado,Desarrolladores .NET  (Capital Federal),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Tecnologia / Sistemas,Accenture 
1112454788,QNMEO6o,0,1992-10-10,FEM,25,Universitario,En Curso,Ejecutivo comercial  Técnico -Zona Norte  ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,BAYTON
1112423595,kP06GkJ,0,1988-11-07,FEM,29,Posgrado,En Curso,OFICIAL SOLDADOR Y ARMADOR DE ACERO INOXIDABLE,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,SEVERO E HIJOS S R L
1112230246,xkd6OOV,0,1997-11-05,MASC,20,Secundario,Graduado,P- Matricero de Inyeccion Plastica,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Mantenimiento,Grupo Gestión
1112446991,8MZNLbD,0,1984-01-05,FEM,34,Terciario/Técnico,Graduado,Telemarketer con experiencia ,Gran Buenos Aires,,Part-time,Senior / Semi-Senior,Ventas,APPLICA - Humanos con Recursos
1112446991,8A1x9M,1,1983-05-02,FEM,35,Terciario/Técnico,En Curso,Telemarketer con experiencia ,Gran Buenos Aires,,Part-time,Senior / Semi-Senior,Ventas,APPLICA - Humanos con Recursos
1112373779,DrJO9jZ,0,1990-07-30,FEM,27,Universitario,En Curso,Analista Funcional  Rubro  monitoreo satelital     ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Análisis Funcional,RH Talentum
1112293165,pzekYbw,0,1985-05-25,FEM,33,Universitario,En Curso,Analista de Compras z/Parque Patricios,Gran Buenos Aires,,Full-time,Junior,Compras Internacionales/Importación,Assistem
1112322835,dYjP1V0,0,1997-09-20,MASC,20,Terciario/Técnico,En Curso,Desarrolladores .NET C# nivel Jr. / de 6 a 18 meses de exp,Gran Buenos Aires,,Full-time,Junior,Programación,SOLUTIX S.A. 
1112344850,Bm5Qq1R,0,1986-09-08,MASC,31,Universitario,Graduado,Empleada/o Administrativa/o con o sin experiencia hasta 23 años.,Gran Buenos Aires,,Full-time,Otro,Administración,COMPAÑIA DE SERVICIOS FARMACEUTICOS S A
1112344850,JBxANwE,1,1990-08-27,FEM,27,Secundario,Graduado,Empleada/o Administrativa/o con o sin experiencia hasta 23 años.,Gran Buenos Aires,,Full-time,Otro,Administración,COMPAÑIA DE SERVICIOS FARMACEUTICOS S A
1112238582,1lGPaj,0,1967-12-23,MASC,50,Universitario,Graduado,Ejecutivo comercial  Técnico (Industria Eléctrica),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,BAYTON
1112395991,YdrjBJ,0,1990-10-29,FEM,27,Universitario,Graduado,SECRETARIA ADMINISTRATIVA,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Secretaria,SDD LATAM SRL
1112395991,rmRlZ6A,1,1989-10-27,FEM,28,Universitario,En Curso,SECRETARIA ADMINISTRATIVA,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Secretaria,SDD LATAM SRL
1112395991,3Nkp3MK,1,1983-07-27,FEM,34,Terciario/Técnico,Graduado,SECRETARIA ADMINISTRATIVA,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Secretaria,SDD LATAM SRL
1110866496,GNZwk6e,0,1993-11-11,MASC,24,Secundario,Graduado,Fuerza de Ventas Pymes,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,RANDSTAD
1112325179,bOjedNY,0,1998-03-11,FEM,20,Secundario,Graduado,Vendedor de productos para animales en veterinarias,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,DANSA SA
1112325179,0zBvwld,1,1995-07-23,FEM,22,Secundario,En Curso,Vendedor de productos para animales en veterinarias,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,DANSA SA
1112318879,ZNXAQb,0,1975-09-22,FEM,42,Universitario,En Curso,VENTAS en Martínez,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Atento
1112287109,KBaGxjp,0,1996-10-10,FEM,21,Universitario,En Curso,Vendedor de Salon -- UNOMOTOS,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,UNOMOTOS
1112287109,6rPv3Ev,1,1992-05-16,MASC,26,Secundario,Graduado,Vendedor de Salon -- UNOMOTOS,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,UNOMOTOS
1112287109,jkV4QWr,1,1989-12-28,MASC,28,Secundario,Graduado,Vendedor de Salon -- UNOMOTOS,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,UNOMOTOS
1112404446,eMpaqW,0,1982-12-30,MASC,35,Universitario,Graduado,Jefe de Ventas,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Ventas,Grupo Myth
1112001724,OqP5wV8,0,1995-08-12,FEM,22,Otro,En Curso,Operario/as Técnicos - Industria Farmacéutica ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,Adecco - Región NORTE & OESTE GBA
1112001724,0zBLNr1,1,1992-05-17,MASC,26,Terciario/Técnico,Graduado,Operario/as Técnicos - Industria Farmacéutica ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,Adecco - Región NORTE & OESTE GBA
1112001724,83OqY3,1,1970-02-25,FEM,48,Secundario,Abandonado,Operario/as Técnicos - Industria Farmacéutica ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,Adecco - Región NORTE & OESTE GBA
1112382268,zva6BOb,0,1978-06-27,FEM,39,Secundario,Graduado,VIGILADOR ZONA NORTE ,Gran Buenos Aires,,Full-time,Otro,Seguridad,AM SEGURIDAD EMPRESARIA S.R.L
1112382268,3NPDxaa,1,1971-04-29,MASC,47,Otro,Abandonado,VIGILADOR ZONA NORTE ,Gran Buenos Aires,,Full-time,Otro,Seguridad,AM SEGURIDAD EMPRESARIA S.R.L
1112356116,E65R1b,0,1983-10-30,FEM,34,Universitario,Graduado, Analista de Compras Internacionales ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Farmacéutica,DROMEX INTERNATIONAL S.A.
1112357758,EzeBER9,0,1983-07-02,MASC,34,Secundario,Graduado,Coordinador de Mantenimiento,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Oficios y Profesiones,CONSORCIO LAS BRISAS CC
1112431517,EMYYv9,0,1985-10-04,FEM,32,Secundario,Graduado,Seguridad,Capital Federal,,Full-time,Senior / Semi-Senior,Seguridad,DISTRIBUIDORA GE-VA
1112417607,KBdBrdQ,0,1973-04-15,MASC,45,Secundario,Graduado,Puesto para deposito y atención al publico repuesto automotor.,Capital Federal,,Full-time,Junior,Almacén / Depósito / Expedición,TELLECHEA SUSPENSION SA
1112466548,JBxAwdp,0,1989-06-09,MASC,29,Secundario,Graduado,Encargado / Supervisor de depósito - La Tablada,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,Adecco -Región GBA SUR
1112324158,ekOB2ZE,0,1995-01-06,FEM,23,Universitario,Graduado,View Quality Consulting seleccionará un Analista de Proyectos de Transporte y Almacenamiento para el,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Transporte,View Quality Consulting
1112457309,ERV86J,0,1984-11-26,FEM,33,Universitario,En Curso,VENDEDOR ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,30 COLORES SRL
1112359172,PmGqPGb,0,1994-07-15,MASC,23,Secundario,Graduado,Personal de Maestranza - Zona Olivos,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Mantenimiento y Limpieza,Manpower
1112215679,Pmaa1Z1,0,1990-03-29,MASC,28,Terciario/Técnico,En Curso,Coordinador de Tesorería.,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Tesorería,TALENT RECRUITERS
1112383753,xkpvNp0,0,1989-01-07,FEM,29,Universitario,En Curso,Analista Funcional SAP HCM Sr,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Tecnologia / Sistemas,ITSM CONSULTING SA
1112226739,owj6G6j,0,1987-02-09,MASC,31,Universitario,En Curso,Ingeniero de Servicios de Red de Conmutación,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Otras Ingenierias,Claro Argentina
1112238789,qekzVpL,0,1992-07-07,FEM,25,Terciario/Técnico,En Curso,Ejecutivo de cuentas ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,Garrido & Asociados
1112317288,8Mr9PVl,0,1995-09-13,MASC,22,Secundario,Graduado,Analista Comercial,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Planeamiento comercial,RANDSTAD
1112317288,BmDazGv,1,1995-01-05,MASC,23,Universitario,En Curso,Analista Comercial,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Planeamiento comercial,RANDSTAD
1112317288,MVdorK3,1,1994-09-30,MASC,23,Otro,En Curso,Analista Comercial,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Planeamiento comercial,RANDSTAD
1112342049,8odl6O,0,1971-11-03,FEM,46,Universitario,En Curso,24 Feb - L2 Customer Support Architect (USD$60K/yr) - Online Hiring Tournament (Remote),Gran Buenos Aires,,Teletrabajo,Senior / Semi-Senior,Soporte Técnico,CrossOver
1112353200,969ND4p,0,1992-06-24,FEM,25,Secundario,Graduado,PEÓN COCINA ARMADO DE VIANDAS PLANTA INDUSTRIAL MATADEROS,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Gastronomia,Food Service
1112353200,Nzr5qOL,1,1987-07-14,MASC,30,Secundario,Graduado,PEÓN COCINA ARMADO DE VIANDAS PLANTA INDUSTRIAL MATADEROS,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Gastronomia,Food Service
1112470618,wVkYGmL,0,1974-05-03,FEM,44,Universitario,En Curso,Gerente de RRHH,Gran Buenos Aires,,Full-time,Gerencia / Alta Gerencia / Dirección,Recursos Humanos,Innova Estudio de RRHH
1112222506,NzdxdOB,0,1988-03-27,FEM,30,Terciario/Técnico,En Curso,PROMOTORAS/ES BAHIA BLANCA,Gran Buenos Aires,,Temporario,Junior,Producto,Adecco -Región GBA SUR
1112428437,vVj1Ekj,0,1963-06-01,FEM,55,Secundario,Graduado,J Tecnico Mecanico,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Mantenimiento y Limpieza,Grupo Gestión
1112380204,xkvpBPx,0,1996-03-02,MASC,22,Universitario,En Curso,Cajera/o,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,Assistem
1112380204,vV9NMXe,1,1993-12-26,MASC,24,Secundario,Graduado,Cajera/o,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,Assistem
1112380204,4rdLGbK,1,1987-05-19,MASC,31,Secundario,Graduado,Cajera/o,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,Assistem
1112370839,EzorbN,0,1981-04-22,MASC,37,Universitario,Graduado,Ejecutivo/a de Cuentas Consumo Masivo,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,Adecco -Región Office
1112341765,5mq04Kq,0,1984-01-19,MASC,34,Posgrado,Graduado,Técnico mecánico -electromecánico / Refrigeración / si tenes experiencia  presentate a entrevista,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Otros,Complement Group (holding)
1112328300,bOVK4jd,0,1976-05-22,MASC,42,Universitario,En Curso,Analista Técnico de Seguridad Informática,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Seguridad Informática,RH Tácticas
1112328300,55eYzw,1,1985-08-26,MASC,32,Master,En Curso,Analista Técnico de Seguridad Informática,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Seguridad Informática,RH Tácticas
1112273295,KBaq252,1,1996-01-30,FEM,22,Universitario,En Curso,Agentes de Venta Telefonica,Gran Buenos Aires,,Part-time,Senior / Semi-Senior,Ventas,Consultores de Empresas SRL
1112387581,lDbNLN1,0,1976-01-23,MASC,42,Secundario,Graduado,Facturista /Discapacidad /Recupero/Mesa de entrada,Gran Buenos Aires,,Full-time,Junior,Salud,REBAGLIATI
1111361558,1Zv51z,0,1972-06-05,FEM,46,Universitario,En Curso,Soporte Técnico para mesa de ayuda,Capital Federal,,Full-time,Senior / Semi-Senior,Soporte Técnico,Neoretail
1112165491,Z6x3Wb,0,1971-12-19,MASC,46,Universitario,Graduado,Vendedor Viajante Río Cuarto,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,Aspen Consultores
1112399814,Y2Rxz1,0,1970-12-20,MASC,47,Universitario,Graduado,Ejecutivo Ssr Cuentas Corporativas,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,Lighthouse Smart
1111719376,ow2RoZL,0,1991-02-14,MASC,27,Secundario,Abandonado,TECNICOS,Gran Buenos Aires,,Full-time,Otro,Servicios,La Mantovana SGSA
1112461610,PmVpZaa,0,1981-08-14,FEM,36,Secundario,Graduado,P- Empleados para Supermercado,Gran Buenos Aires,,Full-time,Junior,Otros,Grupo Gestión
1112335020,2zP4QPw,0,1998-08-10,MASC,19,Universitario,En Curso,Sap Basis Junior o Semi Senior,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Tecnologia / Sistemas,Experis
1112390137,lD51qm6,0,1994-05-06,FEM,24,Secundario,Graduado,Operador CNC,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,RANDSTAD
1112414497,ekOq0Q4,0,1985-05-27,MASC,33,Secundario,Graduado,Operarios Calificados - Z/ Spegazzini,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Producción,Assistem
1112442467,eVQw5E,0,1983-05-10,MASC,35,Secundario,Graduado,Vendedores en  Mar del Plata,Gran Buenos Aires,,Part-time,Junior,Ventas,EAYA Consulting
1112141589,dYomM5A,0,1993-03-19,FEM,25,Universitario,En Curso,Operario Técnico Químico-Eventual,Gran Buenos Aires,,Full-time,Junior,Producción,Manpower
1112374674,kPjaZXW,0,1993-12-27,MASC,24,Secundario,Graduado,SUPERVISOR DE LOGISTICA ,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Logística,ENRIQUE MEYRIALLE &amp; ASOC.
1112378715,vV91oZP,0,1978-07-12,MASC,39,Universitario,Graduado,ADMINISTRATIVA CONTABLE,Gran Buenos Aires,,Full-time,Otro,Contabilidad,ESTUDIO CONTABLE HOURCADE BELLOCQ & ASOCIADOS
1112362663,1PGxXj,0,1987-01-01,MASC,31,Secundario,Graduado,Marketing Data Analyst,Gran Buenos Aires,,Full-time,Otro,Marketing,RH Talentum
1112289266,ZDl9Ar1,0,1997-10-18,FEM,20,Otro,En Curso,Comercial para extensión universitaria,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Comercial,Universidad Abierta Interamericana (UAI)
1112289266,MVem9Qr,1,1997-10-28,FEM,20,Universitario,En Curso,Comercial para extensión universitaria,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Comercial,Universidad Abierta Interamericana (UAI)
1112426840,5QLMbM,0,1985-08-04,FEM,32,Secundario,Graduado,Supervisor de Empresa Seguridad  Privada,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Administración,GIOMON S.R.L
1112426840,1R3ReR,1,1978-07-01,MASC,39,Secundario,Graduado,Supervisor de Empresa Seguridad  Privada,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Administración,GIOMON S.R.L
1112426840,1R6Xpj,1,1974-02-06,MASC,44,Universitario,Graduado,Supervisor de Empresa Seguridad  Privada,Gran Buenos Aires,,Full-time,Jefe / Supervisor / Responsable,Administración,GIOMON S.R.L
1112284511,YjVVe2r,0,1986-12-28,MASC,31,Universitario,En Curso,Gerente de Mantenimiento ,Gran Buenos Aires,,Full-time,Gerencia / Alta Gerencia / Dirección,Ingeniería  Eléctrica y Electrónica,RANDSTAD
1112410888,EzezjN4,0,1979-01-15,FEM,39,Secundario,Graduado,Cadete Administrativo,Gran Buenos Aires,,Full-time,Junior,Administración,Suministra
1112410888,bOW9Qp9,1,1996-11-05,MASC,21,Universitario,En Curso,Cadete Administrativo,Gran Buenos Aires,,Full-time,Junior,Administración,Suministra
1112295421,96XRv11,0,1996-11-02,MASC,21,Secundario,En Curso,Pasante para Finanzas,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Contabilidad,ConfiaRH
1112295421,ow2093e,1,1998-05-15,MASC,20,Universitario,En Curso,Pasante para Finanzas,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Contabilidad,ConfiaRH
1112194800,X9k6v0K,0,1969-01-13,MASC,49,Secundario,Graduado,Analista de Tesorería Junior,Gran Buenos Aires,,Full-time,Junior,Créditos y Cobranzas,ITURAN ROAD TRACK ARGENTINA SA
1112194800,ZDaMG4V,1,1993-03-22,FEM,25,Universitario,En Curso,Analista de Tesorería Junior,Gran Buenos Aires,,Full-time,Junior,Créditos y Cobranzas,ITURAN ROAD TRACK ARGENTINA SA
1112211600,KBdBAPX,0,1988-02-04,MASC,30,Universitario,En Curso,Cajeros y Vendedores DOT,Gran Buenos Aires,,Full-time,Junior,Comercial,Dash Deportes
1112398843,W9VA8rX,0,1995-06-21,FEM,22,Terciario/Técnico,Graduado,Importante Estudio de Cobranza: Busca Negociadoras/res para Mora Tardía.,Gran Buenos Aires,,Part-time,Junior,Call Center,BCN CYS SRL
1112288373,zvalEab,0,1973-02-28,FEM,45,Terciario/Técnico,Graduado,Vendedor Técnico,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Ventas,jl consultores
1112401210,JBr0EQO,0,1991-06-28,MASC,26,Universitario,En Curso,Analista de iniciación crediticia,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Créditos y Cobranzas,DEPRESTAMOS.COM
1112391238,ekx2dqE,0,1996-11-09,FEM,21,Universitario,En Curso,Supervisor de sector TECNICO MECANICO,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Mantenimiento,Manpower
1111720716,ekOBVW8,0,1991-11-05,FEM,26,Universitario,En Curso,Agentes bilingües / Customer Services,Gran Buenos Aires,,Full-time,Junior,Atención al Cliente,Oracle
1112382258,Nxa4YJ,0,1984-04-11,MASC,34,Posgrado,En Curso,Management Trainee Program (Jóvenes Profesionales),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Jóvenes Profesionales,L'Oréal
1112382258,Bm51qZQ,1,1997-06-21,FEM,20,Secundario,Graduado,Management Trainee Program (Jóvenes Profesionales),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Jóvenes Profesionales,L'Oréal
1112382258,A36d9WD,1,1974-09-29,FEM,43,Universitario,Abandonado,Management Trainee Program (Jóvenes Profesionales),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Jóvenes Profesionales,L'Oréal
1112382258,YjVrz8w,1,1995-11-25,FEM,22,Universitario,En Curso,Management Trainee Program (Jóvenes Profesionales),Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Jóvenes Profesionales,L'Oréal
1112270866,jkdBKlj,0,1998-01-26,FEM,20,Universitario,En Curso,Pasantía para Asistente de Ventas,Gran Buenos Aires,,Part-time,Junior,Pasantía / Trainee,ConfiaRH
1112387966,3NPmXRw,0,1991-11-25,FEM,26,Universitario,En Curso,Ejecutivo de Cuentas para Importante Empresa de Mercancías Peligrosas,Gran Buenos Aires,,Full-time,Senior / Semi-Senior,Comercial,zona comun
